id,Cijena,Stanje,Lokacija,Adresa,Kvadrata,Broj soba,Sprat,Vrsta grijanja,Vrsta poda,OLX ID,Broj pregleda,Godina izgradnje,Balkon,Kvadratura balkona,Lift,Parking,Garaža,Klima,Novogradnja,Alarm
1060706,250.000,Korišteno,Sarajevo - Centar,Titova,100.0,4,2,Drva,Laminat,1060706,9369,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
2392296,Po dogovoru,Novo,Novo Sarajevo,Ljubljanska,120.0,4,1,Centralno (Plin),Nije uneseno,2392296,12488,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Da,Da,Nije uneseno,Nije uneseno
3565322,390.000,Korišteno,Sarajevo - Centar,Trg Merhemića 14,130.0,4,4,Centralno (gradsko),Parket,3565322,11634,1980-1989,Da,15,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
6980233,140.000,Korišteno,"Sarajevo, Novi Grad",Gandijeva 6,83.0,4,4,Centralno (gradsko),Parket,6980233,11767,1990-1999,Da,10,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
9741490,220.000,Korišteno,Novo Sarajevo,Avde Smajlovića 19,105.0,4,3,Centralno (Plin),Nije uneseno,9741490,14182,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
9960511,Po dogovoru,Korišteno,Sarajevo - Centar,Nije uneseno,70.0,3,2,Ostalo,Nije uneseno,9960511,3065,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
10832282,119.068,Novo,Tuzla,"Brčanska Malta, 15. Maj",70.04,2,8,Centralno (gradsko),Nije uneseno,10832282,16011,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
11607772,23.000,Novo,Brčko,Brčko,33.0,1,2,Struja,Brodski,11607772,17827,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,True,Nije uneseno
12420477,Po dogovoru,Korišteno,Bijeljina,Nije uneseno,52.0,3,5,Centralno (Kotlovnica),Nije uneseno,12420477,10263,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
12473817,Po dogovoru,Korišteno,Sarajevo - Centar,Nije uneseno,50.0,3,Prizemlje,Ostalo,Nije uneseno,12473817,5038,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
12485322,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,50.0,3,3,Centralno (gradsko),Nije uneseno,12485322,9244,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
12877647,65.000,Korišteno,Sarajevo - Centar,Nije uneseno,32.0,1,1,Drva,Nije uneseno,12877647,47231,Nije uneseno,Da,5,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
13160918,Po dogovoru,Korišteno,Novo Sarajevo,Nije uneseno,55.0,2,Visoko prizemlje,Centralno (Kotlovnica),Laminat,13160918,6988,1980-1989,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
13295205,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Bosanska,70.0,2,10,Centralno (gradsko),Nije uneseno,13295205,8909,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
14289143,Po dogovoru,Korišteno,Stari Grad,Toromanova,74.0,3,3,Plin,Parket,14289143,7397,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
14320223,100.000,Korišteno,Stari Grad,Sedrenik,61.0,3,1,Struja,Parket,14320223,10218,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno
14516035,248.000,Korišteno,Stari Grad,Hasana Kaimije,209.0,4,2,Centralno (Plin),Nije uneseno,14516035,9049,Nije uneseno,Da,80,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno
14550289,Po dogovoru,Korišteno,Sarajevo - Centar,Josipa Vancaša,44.0,1,Prizemlje,Plin,Nije uneseno,14550289,40314,1950-1959,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
14851780,120.000,Korišteno,"Sarajevo, Novi Grad",Bosanska,75.0,3,12,Centralno (gradsko),Nije uneseno,14851780,9450,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
14982252,140.000,Korišteno,"Sarajevo, Novi Grad",Nerkeza Smailagica,86.0,4,12,Centralno (gradsko),Nije uneseno,14982252,7814,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Da
14982727,130.000,Korišteno,"Sarajevo, Novi Grad",Nerkeza Smailagica,86.0,4,13,Centralno (gradsko),Nije uneseno,14982727,8475,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
15109262,Po dogovoru,Korišteno,Stari Grad,Obala Kulina Bana,135.0,5,4,Plin,Nije uneseno,15109262,10335,2010-2019,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,True,Da
15178855,323.000,Korišteno,Sarajevo - Centar,Podgaj - Tekija,85.0,3,3,Centralno (Plin),Nije uneseno,15178855,10233,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
15189776,165.000,Korišteno,Stari Grad,Muse Ćazima Ćatića,70.0,2,4,Struja,Parket,15189776,17606,Prije 1950,Da,"5,5",Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
15462779,Po dogovoru,Korišteno,Sarajevo - Centar,Skenderija,121.0,4,2,Struja,Nije uneseno,15462779,4859,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
15497031,Po dogovoru,Korišteno,Stari Grad,Huremuša,150.0,5,3,Plin,Nije uneseno,15497031,10486,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
15620025,Po dogovoru,Korišteno,Sarajevo - Centar,Branilaca Sarajeva,73.0,3,3,Plin,Nije uneseno,15620025,7791,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
15682904,120.000,Korišteno,Sarajevo - Centar,Antuna Hangije,68.0,3,Visoko prizemlje,Plin,Nije uneseno,15682904,32531,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
15829050,Po dogovoru,Korišteno,Sarajevo - Centar,Branilaca Sarajeva,149.0,5,4,Centralno (Plin),Nije uneseno,15829050,11241,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
15941640,Po dogovoru,Korišteno,Sarajevo - Centar,Josipa Vancasa,72.0,2,4,Plin,Parket,15941640,14600,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
16047299,278.000,Korišteno,Sarajevo - Centar,Kranjčevićeva,112.0,4,5,Centralno (Plin),Parket,16047299,21149,2000-2009,Da,20,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno
16121771,350.000,Korišteno,Sarajevo - Centar,Centar,107.0,4,Visoko prizemlje,Centralno (Plin),Parket,16121771,17650,Prije 1950,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Da
16761756,370.000,Korišteno,Sarajevo - Centar,MERHEMICA TRG,125.0,5,4,Centralno (Kotlovnica),Parket,16761756,19738,1980-1989,Da,15,Da,Da,Da,Nije uneseno,True,Nije uneseno
16905400,Po dogovoru,Novo,Stari Grad,Alije Nametka,150.0,4,2,Centralno (Plin),Beton,16905400,4698,2010-2019,Da,"15,62 + 12,20",Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
16905998,Po dogovoru,Novo,Stari Grad,Ispod Budakovica,198.0,4,Prizemlje,Centralno (Plin),Parket,16905998,3113,2010-2019,Nije uneseno,"basta - 30,35 m2",Nije uneseno,Da,Nije uneseno,Nije uneseno,True,Da
16906050,Po dogovoru,Novo,Stari Grad,Ispod Budakovica,143.0,4,Prizemlje,Centralno (Plin),Parket,16906050,2903,2010-2019,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,True,Da
16942867,170.000,Korišteno,Novo Sarajevo,Behdzeta Mutevelica,110.0,4,5,Centralno (Plin),Nije uneseno,16942867,17156,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,True,Nije uneseno
17017662,167.500,Korišteno,Stari Grad,Evlije Čelebije,67.0,3,1,Centralno (Plin),Parket,17017662,7849,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
17432913,Po dogovoru,Korišteno,Novo Sarajevo,RADNIČKA,50.0,2,1,Plin,Parket,17432913,42997,1970-1979,Da,6,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
17447552,Po dogovoru,Korišteno,Sarajevo - Centar,Skenderija,150.0,5,Visoko prizemlje,Plin,Nije uneseno,17447552,5995,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
17448002,120.000,Korišteno,Sarajevo - Centar,Save Skarica,75.0,3,Prizemlje,Struja,Nije uneseno,17448002,24354,1990-1999,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
17574030,135.000,Korišteno,"Sarajevo, Novi Grad",Rudolfa Rude Tomića,74.0,3,2,Ostalo,Parket,17574030,23856,1980-1989,Da,6,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno
17657811,95.000,Korišteno,Sarajevo - Centar,Jukićeva,45.0,2,1,Struja,Nije uneseno,17657811,16529,1960-1969,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
17690144,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Zrtava Fasizma,76.0,3,8,Centralno (gradsko),Parket,17690144,13917,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
17864796,Po dogovoru,Novo,Bijeljina,Nije uneseno,53.0,3,3,Centralno (Kotlovnica),Nije uneseno,17864796,19138,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
17912275,139.000,Korišteno,Sarajevo - Centar,Muhameda Hadzijahica 10,47.0,2,8,Plin,Laminat,17912275,7671,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
18047041,Po dogovoru,Korišteno,Novo Sarajevo,Marka Marulića,55.0,2,Visoko prizemlje,Centralno (gradsko),Nije uneseno,18047041,24828,1970-1979,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
18139861,Po dogovoru,Korišteno,Ilidža,ilidža ul.nihadija 42,80.0,4,2,Plin,Nije uneseno,18139861,6622,1980-1989,Da,22,Nije uneseno,Da,Da,Da,True,Da
18228321,Po dogovoru,Korišteno,Sarajevo - Centar,"Sarajevo Centar, Stari Grad, Novo Sarajevo, Novi Grad",50.0,2,2,Centralno (Plin),Nije uneseno,18228321,23347,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
18278125,Po dogovoru,Korišteno,Novo Sarajevo,Trg Heroja,66.0,2,5,Centralno (gradsko),Nije uneseno,18278125,21054,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
18563121,265.000,Korišteno,Sarajevo - Centar,Mula Mustafe Bašeskije,89.0,4,2,Centralno (Plin),Parket,18563121,24428,Prije 1950,Da,3,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno
18620003,169.600,Korišteno,Sarajevo - Centar,Podgaj - Tekija,53.0,2,Visoko prizemlje,Centralno (Plin),Parket,18620003,27724,2010-2019,Da,5,Da,Nije uneseno,Da,Da,True,Nije uneseno
18660843,300.000,Korišteno,Sarajevo - Centar,Đoke Mazalića,90.0,3,5,Centralno (Plin),Parket,18660843,13502,2000-2009,Da,Ni.e uneseno,Da,Nije uneseno,Nije uneseno,Da,True,Da
18688003,Po dogovoru,Korišteno,Sarajevo - Centar,Muhameda Hadžijahića,120.0,5,5,Centralno (Plin),Parket,18688003,16642,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
18789976,250.000,Korišteno,Sarajevo - Centar,Marsala Tita,83.0,4,2,Centralno (gradsko),Laminat,18789976,10259,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
18881711,120.000,Korišteno,Novo Sarajevo,Muftije Dzabica,87.0,3,1,Centralno (Plin),Nije uneseno,18881711,15833,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
19112128,Po dogovoru,Korišteno,Sarajevo - Centar,Merhemica Trg,128.0,4,4,Centralno (gradsko),Nije uneseno,19112128,9548,Nije uneseno,Da,15,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
19112498,89.000,Korišteno,Stari Grad,Begovac,70.0,3,3,Struja,Nije uneseno,19112498,16906,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno
19253663,270.000,Korišteno,Novo Sarajevo,Grbavička,138.0,4,6,Centralno (Plin),Parket,19253663,9710,2000-2009,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
19406178,119.000,Korišteno,"Sarajevo, Novi Grad",Adema Buće,78.0,3,7,Centralno (Plin),Nije uneseno,19406178,8099,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
19557503,180.000,Korišteno,Ilidža,Bosanskih Gazija,71.0,3,5,Centralno (Plin),Nije uneseno,19557503,9480,2010-2020,Da,Ni.e uneseno,Da,Da,Da,Nije uneseno,True,Nije uneseno
19601294,160.000,Korišteno,Novo Sarajevo,Avde Smajlovica,68.0,2,Visoko prizemlje,Centralno (Plin),Nije uneseno,19601294,5860,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
19651126,196.000,Korišteno,Stari Grad,Karpuzova,70.0,3,1,Centralno (Plin),Parket,19651126,22583,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
19696981,230.000,Korišteno,Sarajevo - Centar,Hamze Hume,89.0,2,2,Struja,Nije uneseno,19696981,8573,Prije 1950,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
19739905,105.000,Korišteno,"Sarajevo, Novi Grad",Nerkeza Smailagića,78.0,3,11,Centralno (gradsko),Nije uneseno,19739905,14919,1980-1989,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
19749234,226.000,Korišteno,Sarajevo - Centar,Branilaca Sarajeva,73.0,3,3,Plin,Nije uneseno,19749234,6052,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
19782462,129.000,Korišteno,Novo Sarajevo,Behdzeta Mutevelica,55.0,2,5,Centralno (Plin),Parket,19782462,37687,2000-2009,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Da
19837041,Po dogovoru,Korišteno,Stari Grad,Nije uneseno,72.0,2,3,Plin,Parket,19837041,22284,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
19837229,Po dogovoru,Korišteno,Sarajevo - Centar,Muhameda Hadzijahica,150.0,4,5,Centralno (Plin),Nije uneseno,19837229,10504,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
19851262,289.500,Korišteno,Sarajevo - Centar,Dajanli Ibrahim bega,90.0,3,4,Centralno (gradsko),Nije uneseno,19851262,11679,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
19914250,120.000,Korišteno,"Sarajevo, Novi Grad",Gandijeva,109.0,4,5,Centralno (gradsko),Nije uneseno,19914250,22887,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
20095012,Po dogovoru,Korišteno,Stari Grad,Hadziabdinica,51.0,2,1,Plin,Nije uneseno,20095012,6575,2010-2019,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,True,Da
20155735,Po dogovoru,Korišteno,Stari Grad,Nije uneseno,600.0,5,2,Plin,Nije uneseno,20155735,6147,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
20157772,299.000,Korišteno,Novo Sarajevo,Ljubljanska,116.0,4,1,Struja,Parket,20157772,10081,2010-2020,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,True,Nije uneseno
20276573,239.000,Korišteno,Sarajevo - Centar,Šekerova,97.0,4,4,Centralno (Plin),Parket,20276573,11681,1970-1979,Da,7,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
20296928,371.000,Korišteno,Sarajevo - Centar,Merhemića trg,128.0,4,4,Centralno (gradsko),Parket,20296928,8462,1980-1989,Da,8,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
20322440,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Stupska,65.0,3,13,Centralno (Kotlovnica),Nije uneseno,20322440,9145,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno
20386817,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Žrtava Fašizma,89.0,4,19,Centralno (gradsko),Parket,20386817,8127,1970-1979,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
20473599,Po dogovoru,Korišteno,Ilidža,Pijačna,60.0,3,4,Plin,Nije uneseno,20473599,8629,2010-2020,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
20556836,Po dogovoru,Korišteno,Ilidža,Jahiela Fincija,57.0,2,3,Centralno (gradsko),Nije uneseno,20556836,15011,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
20557225,Po dogovoru,Korišteno,Sarajevo - Centar,Kevrin potok,75.0,3,2,Plin,Parket,20557225,7446,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno
20797327,Po dogovoru,Korišteno,Novo Sarajevo,Sprečanska,78.97,4,7,Centralno (Plin),Parket,20797327,15185,2010-2019,Da,Ni.e uneseno,Da,Nije uneseno,Da,Nije uneseno,True,Nije uneseno
20865605,Po dogovoru,Korišteno,Sarajevo - Centar,Merhemica Trg,108.0,4,1,Centralno (gradsko),Parket,20865605,11075,1970-1979,Da,Ni.e uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
20950211,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Adema Buće,92.0,4,7,Plin,Nije uneseno,20950211,5614,2000-2009,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
21099497,Po dogovoru,Korišteno,Ilidža,Edhema Eke Dzubura,140.0,4,3,Centralno (Plin),Nije uneseno,21099497,24398,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno
21205750,Po dogovoru,Korišteno,Novo Sarajevo,Ložionička,58.0,2,16,Centralno (gradsko),Nije uneseno,21205750,10044,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
21226508,110.000,Korišteno,"Sarajevo, Novi Grad",Bana Borica,78.0,3,1,Centralno (Plin),Nije uneseno,21226508,9426,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
21294949,288.000,Korišteno,Novo Sarajevo,Ljubljanska,116.0,4,1,Centralno (Plin),Parket,21294949,13381,2010-2020,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Da
21296441,399.000,Korišteno,Sarajevo - Centar,Merhemića trg,133.0,5,1,Centralno (gradsko),Laminat,21296441,5488,Nije uneseno,Da,15,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
21337073,Po dogovoru,Korišteno,Sarajevo - Centar,Muhameda ef. Pandze,84.0,3,1,Centralno (gradsko),Nije uneseno,21337073,8473,2000-2009,Da,Ni.e uneseno,Da,Da,Da,Da,True,Nije uneseno
21499182,100.000,Korišteno,Sarajevo - Centar,Nova,35.0,1,Prizemlje,Plin,Nije uneseno,21499182,29947,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
21680482,Po dogovoru,Korišteno,Sarajevo - Centar,Fra  Andjela Zvizdovica,60.0,3,4,Drva,Nije uneseno,21680482,11445,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
21712718,500,Korišteno,Ilidža,STUPSKA,88.0,4,9,Centralno (Kotlovnica),Parket,21712718,11197,2010-2020,Da,6,Da,Da,Da,Da,True,Nije uneseno
21805877,Po dogovoru,Korišteno,Novo Sarajevo,Sprečanska,79.0,4,4,Centralno (Plin),Parket,21805877,14702,2010-2019,Da,Ni.e uneseno,Da,Da,Da,Nije uneseno,True,Nije uneseno
21876536,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,65.0,3,2,Centralno (gradsko),Nije uneseno,21876536,8133,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
21877221,Po dogovoru,Korišteno,Sarajevo - Centar,Nije uneseno,53.0,2,1,Plin,Nije uneseno,21877221,6074,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
21878350,Po dogovoru,Korišteno,Novo Sarajevo,Nije uneseno,75.0,2,1,Centralno (gradsko),Nije uneseno,21878350,9685,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
21911074,330.000,Korišteno,Sarajevo - Centar,Kralja Tvrtka,87.0,4,4,Centralno (Plin),Parket,21911074,6935,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno
21931412,295.000,Korišteno,Sarajevo - Centar,Ferhadija,86.0,3,2,Plin,Nije uneseno,21931412,9379,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
21959689,280.000,Korišteno,Sarajevo - Centar,Kaptol,107.0,3,3,Plin,Nije uneseno,21959689,6260,Prije 1950,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
22090590,130.000,Korišteno,Sarajevo - Centar,Bardakcije,50.0,2,Visoko prizemlje,Centralno (Plin),Nije uneseno,22090590,11136,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
22167807,160.000,Korišteno,Novo Sarajevo,Avde Smajlovica,68.0,3,Visoko prizemlje,Plin,Nije uneseno,22167807,6184,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
22268074,300.000,Korišteno,Sarajevo - Centar,Valtera Perica,98.0,4,Visoko prizemlje,Plin,Nije uneseno,22268074,6246,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
22422522,279.000,Korišteno,Sarajevo - Centar,Kranjceviceva,112.83,4,5,Centralno (Plin),Parket,22422522,10769,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
22789328,Po dogovoru,Korišteno,Sarajevo - Centar,Safeta Pašalića,73.0,3,2,Plin,Parket,22789328,12974,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
23185666,129.000,Korišteno,Sarajevo - Centar,Bjelave,53.0,2,Suteren,Struja,Laminat,23185666,15502,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
23248595,Po dogovoru,Korišteno,Novo Sarajevo,Sprecanska,146.0,5,7,Centralno (Plin),Parket,23248595,12062,2010-2019,Da,Ni.e uneseno,Da,Nije uneseno,Da,Nije uneseno,True,Nije uneseno
23398068,316.000,Korišteno,Sarajevo - Centar,Marcela Šnajdera,78.0,3,Prizemlje,Centralno (gradsko),Parket,23398068,5994,2000-2009,Nije uneseno,Ni.e uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,True,Nije uneseno
23590227,Po dogovoru,Korišteno,Sarajevo - Centar,Gorica,79.0,3,2,Centralno (Plin),Laminat,23590227,8966,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
23656906,225.000,Korišteno,Novo Sarajevo,Avde Smajlovića,96.0,4,4,Centralno (Plin),Parket,23656906,7392,Nije uneseno,Da,3,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno
24018582,Po dogovoru,Korišteno,Sarajevo - Centar,Podgaj - Tekija,53.0,2,1,Centralno (Plin),Parket,24018582,20680,2010-2019,Da,Ni.e uneseno,Da,Nije uneseno,Nije uneseno,Da,True,Nije uneseno
