id,Cijena,Stanje,Lokacija,Adresa,Kvadrata,Broj soba,Sprat,Vrsta grijanja,Vrsta poda,OLX ID,Broj pregleda,Godina izgradnje,Balkon,Kvadratura balkona,Lift,Parking,Garaža,Klima,Novogradnja,Alarm
39872188,225.000,Korišteno,Novo Sarajevo,Džamijska,112.0,4,5,Centralno (gradsko),Parket,39872188,1212,2000-2009,Da,10,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39872469,77.000,Korišteno,Ilidža,Stupska 21a,34.04,1,11,Centralno (Kotlovnica),Parket,39872469,1488,2010-2020,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39872814,139.000,Korišteno,Novo Sarajevo,Hamdije Čemerlića,56.0,2,7,Centralno (Plin),Laminat,39872814,10096,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39873867,154.000,Korišteno,Novo Sarajevo,Džemala Bijedića,57.0,2,1,Centralno (gradsko),Parket,39873867,1330,1970-1979,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39874176,130.000,Korišteno,Ilidža,Butmirska cesta,54.0,2,2,Centralno (gradsko),Parket,39874176,5730,2010-2019,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno
39874465,140.000,Korišteno,Novo Sarajevo,Fojnička,56.0,2,1,Struja,Laminat,39874465,2116,1970-1979,Da,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno
39874504,197.000,Korišteno,Novo Sarajevo,Emerika Bloma,62.0,3,5,Struja,Laminat,39874504,1223,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39879804,180.000,Novo,Novo Sarajevo,Kolodvorska,60.0,2,9,Centralno (Kotlovnica),Nije uneseno,39879804,5419,Nije uneseno,Da,6,Da,Da,Nije uneseno,Da,True,Nije uneseno
39880097,220.000,Korišteno,Sarajevo - Centar,Čekaluša,81.0,3,4,Centralno (Plin),Parket,39880097,2325,Nije uneseno,Nije uneseno,6,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39881525,145.000,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,75.0,3,1,Plin,Nije uneseno,39881525,1487,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno
39881813,199.000,Korišteno,Sarajevo - Centar,Gabelina,80.0,3,4,Centralno (Plin),Parket,39881813,5574,Nije uneseno,Da,10,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Da
39883388,155.000,Korišteno,Sarajevo - Centar,Pehlivanuša,55.0,2,3,Struja,Parket,39883388,2809,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39885879,80.000,Korišteno,Sarajevo - Centar,Jukićeva,30.0,1,Prizemlje,Plin,Laminat,39885879,2369,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39893438,225.000,Korišteno,Sarajevo - Centar,Franca Lehara,72.4,3,5,Centralno (gradsko),Parket,39893438,3028,1960-1969,Nije uneseno,2+2,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39896524,101.000,Korišteno,Ilidža,Dr. Silve Rizvanbegović,54.0,2,10,Centralno (gradsko),Parket,39896524,809,2010-2020,Da,Ni.e uneseno,Da,Da,Da,Da,True,Da
39896986,180.000,Korišteno,Novo Sarajevo,Grbavička,58.0,3,4,Struja,Parket,39896986,1189,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39897026,122.000,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,56.0,3,3,Centralno (gradsko),Laminat,39897026,4838,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39898281,103.000,Korišteno,Stari Grad,Hadžiabdinica,33.0,1,Prizemlje,Centralno (Plin),Parket,39898281,1303,2010-2019,Da,Ni.e uneseno,Da,Da,Da,Nije uneseno,True,Nije uneseno
39898426,103.000,Korišteno,Stari Grad,Hadžiabdinica,33.0,1,1,Centralno (Plin),Parket,39898426,2040,2010-2019,Da,Ni.e uneseno,Da,Da,Da,Nije uneseno,True,Nije uneseno
39912299,138.000,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,70.0,3,4,Centralno (gradsko),Laminat,39912299,1308,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39912496,93.500,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,55.0,2,18,Centralno (gradsko),Nije uneseno,39912496,1601,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39914548,Po dogovoru,Korišteno,Sarajevo - Centar,Skenderija,121.0,4,2,Ostalo,Nije uneseno,39914548,238,Prije 1950,Da,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39917233,108.000,Korišteno,Ilidža,Glise Jankovica,62.0,3,2,Plin,Nije uneseno,39917233,2391,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39921027,463.000,Korišteno,Sarajevo - Centar,Josipa Vancaša,129.0,5,2,Struja,Nije uneseno,39921027,2318,Prije 1950,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39921583,154.000,Korišteno,Novo Sarajevo,Dzamijska 6,54.0,2,8,Centralno (gradsko),Nije uneseno,39921583,1432,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39921817,283.000,Korišteno,Sarajevo - Centar,Josipa Vancaša,124.0,4,1,Centralno (Plin),Parket,39921817,2689,Prije 1950,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39925847,129.000,Korišteno,"Sarajevo, Novi Grad",Emila Zole,68.0,3,3,Centralno (gradsko),Parket,39925847,1863,1980-1989,Da,6,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39935006,197.000,Korišteno,Sarajevo - Centar,Emerika Bluma,62.0,3,5,Struja,Parket,39935006,1382,Nije uneseno,Da,14,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39935585,470.000,Korišteno,Sarajevo - Centar,Merhemića trg,138.0,4,1,Centralno (gradsko),Parket,39935585,2557,Nije uneseno,Da,1x11.1m2; 1x10.5m2,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39935605,300.000,Korišteno,"Sarajevo, Novi Grad","DZEMALA BIJEDICA 129 , OBJEKAT C ULAZ A",110.0,5,12,Centralno (gradsko),Parket,39935605,322,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39936192,Po dogovoru,Korišteno,Sarajevo - Centar,Tešanjska,111.0,4,5,Centralno (gradsko),Parket,39936192,972,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39938002,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Silve Rizvanbegovic,30.0,1,13,Centralno (Plin),Parket,39938002,5285,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,True,Nije uneseno
39940390,60.000,Korišteno,Sarajevo - Centar,Čobanija,25.0,1,Prizemlje,Struja,Parket,39940390,6154,1950-1959,Nije uneseno,nema,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39940922,Po dogovoru,Korišteno,Sarajevo - Centar,Merhemića trg,138.0,5,1,Centralno (gradsko),Parket,39940922,1160,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39944997,Po dogovoru,Korišteno,Stari Grad,ISEVICA SOKAK 27,32.0,1,1,Plin,Laminat,39944997,2246,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39945796,282.900,Novo,Sarajevo - Centar,Skenderpašina,69.0,2,2,Struja,Parket,39945796,1655,2010-2019,Da,4,Da,Da,Da,Da,True,Da
39947921,129.000,Korišteno,Sarajevo - Centar,Radnička,60.0,3,4,Plin,Parket,39947921,2688,Nije uneseno,Da,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39948816,126.000,Korišteno,"Sarajevo, Novi Grad",Emila Zole,68.0,3,3,Centralno (gradsko),Parket,39948816,2527,1980-1989,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39949521,155.000,Korišteno,Novo Sarajevo,Radnicka,61.0,2,1,Centralno (Plin),Nije uneseno,39949521,1909,Nije uneseno,Nije uneseno,6,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39949525,95.000,Korišteno,"Sarajevo, Novi Grad",Petra Tiješića,89.97,4,5,Struja,Brodski,39949525,2622,2000-2009,Da,6,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39950147,115.000,Korišteno,Ilidža,Latička,49.0,2,8,Centralno (Kotlovnica),Parket,39950147,516,2010-2020,Da,4,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39950230,148.500,Korišteno,Novo Sarajevo,Posavska 2,61.0,3,1,Plin,Laminat,39950230,7166,2000-2009,Da,"3,7",Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Da
39950979,"152.068,50",Novo,"Sarajevo, Novi Grad",Džemala Bijedića 279,64.71,3,5,Centralno (Kotlovnica),Parket,39950979,1234,2010-2019,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno
39952054,83.000,Korišteno,"Sarajevo, Novi Grad",Gradačačka,47.0,2,Suteren,Centralno (gradsko),Laminat,39952054,4311,1960-1969,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39952150,146.000,Korišteno,"Sarajevo, Novi Grad",Nurije Pozderca,80.0,3,5,Centralno (gradsko),Parket,39952150,2204,Nije uneseno,Da,10,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39952205,145.000,Novo,Stari Grad,Safet Bega Bašagića,48.0,2,2,Centralno (Plin),Nije uneseno,39952205,1415,Nije uneseno,Da,3,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39956451,151.900,Korišteno,Sarajevo - Centar,Hasana Kikica,46.8,2,2,Centralno (Plin),Nije uneseno,39956451,1083,Nije uneseno,Nije uneseno,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39958417,Po dogovoru,Korišteno,Ilidža,Mala Aleja,46.0,1,Visoko prizemlje,Centralno (gradsko),Parket,39958417,367,Nije uneseno,Da,6,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
39959131,115.000,Korišteno,"Sarajevo, Novi Grad",Gandijeva,101.0,4,5,Centralno (Kotlovnica),Parket,39959131,2647,1980-1989,Da,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39963572,160.000,Korišteno,Novo Sarajevo,Kemala Kapetanovića,53.0,2,7,Centralno (gradsko),Parket,39963572,3754,1980-1989,Da,4,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39963651,140.000,Korišteno,"Sarajevo, Novi Grad",Trg Barselone,68.0,3,8,Centralno (gradsko),Nije uneseno,39963651,1861,Nije uneseno,Da,5,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39963982,110.000,Korišteno,Sarajevo - Centar,Envera Čolakovića,46.0,2,Visoko prizemlje,Plin,Laminat,39963982,3837,1990-1999,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39964054,75.000,Korišteno,Ilidža,dr Silve Rozvanbegović 20 a,33.7,1,4,Centralno (Kotlovnica),Parket,39964054,1080,2010-2020,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39964258,104.000,Korišteno,Novo Sarajevo,Trg heroja,40.0,1,11,Centralno (gradsko),Parket,39964258,2760,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39964370,130.000,Korišteno,Novo Sarajevo,Porodice Ribar,64.0,2,4,Centralno (gradsko),Nije uneseno,39964370,2436,Nije uneseno,Da,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39966327,215.000,Korišteno,Sarajevo - Centar,Cekalusa,62.0,4,3,Centralno (Plin),Parket,39966327,2536,1970-1979,Da,10,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno
39967067,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Džemala Bijedića,110.0,5,12,Centralno (gradsko),Parket,39967067,501,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno
39967384,139.500,Korišteno,Novo Sarajevo,DŽAMIJSKA HRASNO NOVO SARAJEVO,59.0,2,Visoko prizemlje,Centralno (Kotlovnica),Parket,39967384,2878,1970-1979,Da,2 x 5 m2,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39967517,390.000,Korišteno,Sarajevo - Centar,Merhemica trg 8,103.0,4,5,Centralno (gradsko),Parket,39967517,382,1980-1989,Da,8 m2,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39970565,105.000,Korišteno,"Sarajevo, Novi Grad",Trg nezavisnosti,48.0,1,6,Centralno (gradsko),Parket,39970565,942,Nije uneseno,Da,4,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39972008,180.000,Korišteno,Novo Sarajevo,Grbavička,58.0,3,4,Centralno (Plin),Nije uneseno,39972008,1507,Nije uneseno,Da,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39973940,351.000,Korišteno,"Sarajevo, Novi Grad",Džemala Bijedića,110.0,5,12,Centralno (Kotlovnica),Ostalo,39973940,3107,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno
39974967,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Muftije Džabića,63.0,3,1,Centralno (gradsko),Parket,39974967,1864,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39975403,Po dogovoru,Korišteno,Stari Grad,Hadziabdinica,31.0,1,1,Centralno (Plin),Parket,39975403,835,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
39975539,Po dogovoru,Korišteno,Stari Grad,Hadziabdinica,31.5,1,2,Centralno (Plin),Parket,39975539,656,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
39975714,65.718,Korišteno,"Sarajevo, Novi Grad",Adema Buće,24.0,1,1,Centralno (Plin),Nije uneseno,39975714,5051,2010-2019,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39976029,93.500,Korišteno,"Sarajevo, Novi Grad",Ante Babića,55.0,2,18,Centralno (gradsko),Parket,39976029,2441,1970-1979,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39976691,129.500,Korišteno,Novo Sarajevo,Radnićka,60.0,3,3,Plin,Parket,39976691,5775,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39976882,248.500,Korišteno,"Sarajevo, Novi Grad",Džemala Bijedića,76.0,4,1,Centralno (Kotlovnica),Parket,39976882,732,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno
39977022,130.000,Korišteno,Ilidža,dr.Silve Rizvanbegović,66.0,2,2,Centralno (Kotlovnica),Nije uneseno,39977022,321,2010-2020,Da,7,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39977887,Po dogovoru,Korišteno,Novo Sarajevo,Porodice Ribara,58.0,2,4,Centralno (gradsko),Parket,39977887,768,1980-1989,Da,6,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39978415,76.570,Korišteno,"Sarajevo, Novi Grad",Adema Buće,29.0,1,1,Plin,Ostalo,39978415,6017,2010-2019,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno
39979229,300.000,Korišteno,Sarajevo - Centar,Kromolj,101.0,3,1,Centralno (Plin),Parket,39979229,2342,Nije uneseno,Da,8,Nije uneseno,Da,Da,Da,True,Da
39980172,337.000,Novo,Sarajevo - Centar,Tepebašina,94.0,3,Visoko prizemlje,Ostalo,Parket,39980172,844,2010-2019,Da,3,Nije uneseno,Nije uneseno,Nije uneseno,Da,True,Nije uneseno
39980869,108.000,Korišteno,"Sarajevo, Novi Grad",Džemala Bijedića,40.0,2,9,Centralno (gradsko),Parket,39980869,2769,2010-2019,Da,"3,5",Da,Da,Nije uneseno,Da,True,Nije uneseno
39984523,500.000,Korišteno,Stari Grad,Nije uneseno,98.0,4,1,Ostalo,Nije uneseno,39984523,842,Nije uneseno,Da,15,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39984994,107.000,Korišteno,Ilidža,Nije uneseno,50.0,2,4,Centralno (Plin),Nije uneseno,39984994,2156,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39986355,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Senada Mandica Dende,55.0,2,5,Centralno (gradsko),Parket,39986355,1595,1980-1989,Da,8,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39988078,156.000,Korišteno,Ilidža,Samira Ćatovića Kobre,74.0,3,2,Centralno (gradsko),Parket,39988078,1150,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39988525,135.000,Korišteno,"Sarajevo, Novi Grad",Adema Buće 110,87.0,3,Prizemlje,Plin,Parket,39988525,2230,2000-2009,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
39988810,100.000,Korišteno,"Sarajevo, Novi Grad",Petra Tiješića,89.0,3,5,Struja,Brodski,39988810,3461,1980-1989,Da,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
39998685,119.000,Korišteno,Ilidža,Nije uneseno,58.0,3,3,Centralno (Plin),Parket,39998685,725,2000-2009,Da,4,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
39999316,130.000,Korišteno,Ilidža,Pijačna 114,70.0,3,5,Centralno (Plin),Parket,39999316,803,2010-2020,Da,3,Da,Da,Nije uneseno,Da,True,Nije uneseno
40001834,290.000,Korišteno,Sarajevo - Centar,DZEMILA KRVAVCA 2,80.0,3,3,Plin,Parket,40001834,245,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40004122,145.000,Novo,"Sarajevo, Novi Grad",Trg ZAVNOBIHa,57.0,2,1,Centralno (gradsko),Laminat,40004122,1361,1980-1989,Da,4,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
40005889,157.000,Korišteno,Sarajevo - Centar,Nusreta Sisica Dede,76.0,3,1,Ostalo,Parket,40005889,2187,Nije uneseno,Da,4,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno
40010948,156.000,Korišteno,Ilidža,Samira Ćatovića Kobre,74.0,3,2,Centralno (gradsko),Parket,40010948,3582,1990-1999,Da,1x5; 1x4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40011606,125.000,Korišteno,Novo Sarajevo,Olovska,59.0,2,Prizemlje,Plin,Parket,40011606,1088,Nije uneseno,Da,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40012013,Po dogovoru,Novo,Ilidža,Džemala Bijedića,51.2,2,2,Centralno (Kotlovnica),Parket,40012013,477,2010-2019,Da,"3,51",Da,Da,Nije uneseno,Da,True,Nije uneseno
40012433,126.000,Korišteno,Ilidža,12. Mart,56.0,2,Prizemlje,Plin,Laminat,40012433,777,1980-1989,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
40013194,67.000,Korišteno,Novo Sarajevo,Džemala Bijedića,27.0,1,Visoko prizemlje,Centralno (gradsko),Nije uneseno,40013194,2665,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40013912,93.000,Korišteno,"Sarajevo, Novi Grad",Prijedorska 15,54.0,2,2,Centralno (gradsko),Laminat,40013912,1176,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40014500,324.800,Korišteno,Sarajevo - Centar,Avde Sumbula,112.0,4,2,Plin,Parket,40014500,441,Prije 1950,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40015595,85.000,Korišteno,Stari Grad,Nije uneseno,31.0,1,Prizemlje,Struja,Nije uneseno,40015595,1013,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40020013,119.000,Korišteno,Sarajevo - Centar,Čekaluša,48.0,2,Suteren,Centralno (Plin),Nije uneseno,40020013,2778,1950-1959,Da,Terasa 10m2,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40023864,185.000,Korišteno,Sarajevo - Centar,Maria Mikulića,77.0,3,Visoko prizemlje,Centralno (Plin),Parket,40023864,844,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40024290,Po dogovoru,Korišteno,Novo Sarajevo,Azize Šaćirbegović,50.0,2,15,Centralno (gradsko),Parket,40024290,3137,1970-1979,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40024307,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Žrtava Fašizma,49.0,2,6,Centralno (gradsko),Laminat,40024307,1670,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40024805,300.000,Korišteno,"Sarajevo, Novi Grad",Džemala Bijedića,110.0,5,12,Centralno (gradsko),Parket,40024805,489,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno
40026171,100.000,Korišteno,"Sarajevo, Novi Grad",Gradačačka,40.0,1,2,Centralno (gradsko),Parket,40026171,2117,Nije uneseno,Da,3,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40026231,190.000,Korišteno,Novo Sarajevo,Avde Smajlovića,82.0,4,3,Centralno (Plin),Parket,40026231,1243,1980-1989,Da,5,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
40026699,60.000,Korišteno,Novo Sarajevo,Drinska,21.0,1,3,Struja,Parket,40026699,4946,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
40027008,129.000,Korišteno,"Sarajevo, Novi Grad",Emila Zole,68.0,3,3,Centralno (gradsko),Nije uneseno,40027008,1838,1980-1989,Da,4,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40027235,139.000,Korišteno,Novo Sarajevo,Hamdije Čemerlića,56.0,2,6,Centralno (Plin),Laminat,40027235,4169,2010-2020,Da,3,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno
40027437,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Zrtava Fašizma,77.0,3,14,Centralno (gradsko),Parket,40027437,634,1970-1979,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40027803,126.000,Korišteno,Ilidža,Edhema Eke Džumbura,83.0,3,3,Plin,Parket,40027803,2170,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40030348,115.000,Novo,Ilidža,500627,48.5,2,1,Centralno (Plin),Parket,40030348,1126,2010-2020,Da,8,Da,Nije uneseno,Nije uneseno,Da,True,Da
40036954,230.000,Korišteno,"Sarajevo, Novi Grad",Džemala Bijedića,80.16,3,8,Centralno (Kotlovnica),Parket,40036954,882,2010-2019,Da,8,Nije uneseno,Da,Nije uneseno,Da,True,Nije uneseno
40037386,Po dogovoru,Korišteno,Sarajevo - Centar,Maria Mikulica,76.0,3,Visoko prizemlje,Centralno (Plin),Parket,40037386,1164,1970-1979,Da,6,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno
40037650,99.500,Korišteno,"Sarajevo, Novi Grad",500719,55.0,2,5,Centralno (gradsko),Nije uneseno,40037650,2622,1970-1979,Da,6,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40039060,119.000,Korišteno,"Sarajevo, Novi Grad",Adema Buće,47.6,2,1,Plin,Parket,40039060,4899,2010-2019,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno
40042140,Po dogovoru,Korišteno,Sarajevo - Centar,Mehmeda Handžića,52.0,2,Prizemlje,Centralno (Plin),Nije uneseno,40042140,440,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40042458,375.000,Korišteno,Stari Grad,Telali,140.0,4,2,Centralno (Plin),Parket,40042458,993,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Da,Da,Nije uneseno,Da
40043049,95.000,Korišteno,"Sarajevo, Novi Grad",Trg Solidarnosti,58.0,2,11,Centralno (gradsko),Parket,40043049,2766,1980-1989,Da,"3,68",Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
40043347,124.000,Novo,Ilidža,Džemala Bijedića,51.62,2,5,Centralno (Kotlovnica),Parket,40043347,887,2010-2019,Da,"3,55",Da,Da,Da,Da,True,Nije uneseno
40043592,126.000,Korišteno,Ilidža,Edhema Eke Džubura,83.0,3,3,Plin,Parket,40043592,5053,Nije uneseno,Da,2.5,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno
