id,Cijena,Stanje,Lokacija,Adresa,Kvadrata,Broj soba,Sprat,Vrsta grijanja,Vrsta poda,OLX ID,Broj pregleda,Godina izgradnje,Balkon,Kvadratura balkona,Lift,Parking,Garaža,Klima,Novogradnja,Alarm,x,y,Point
38477985,125.000,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,70.0,3,4,Centralno (Plin),Nije uneseno,38477985,1812,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.87466602681492,18.324135169386864,"(43.87466602681492, 18.324135169386864)"
38479291,148.000,Korišteno,Novo Sarajevo,Grbavicka,65.0,3,3,Plin,Nije uneseno,38479291,2803,Nije uneseno,Da,10,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8540601,18.3925673,"(43.8540601, 18.3925673)"
38487519,360.000,Korišteno,Stari Grad,Safvet bega Bašagića,120.0,5,Visoko prizemlje,Centralno (Plin),Parket,38487519,1110,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Da,43.868169012337404,18.433222590490733,"(43.868169012337404, 18.433222590490733)"
38488195,270.000,Korišteno,Sarajevo - Centar,Dajanli Ibrahim bega,90.0,2,4,Centralno (gradsko),Parket,38488195,9123,1980-1989,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.86397511173572,18.40712716040497,"(43.86397511173572, 18.40712716040497)"
38489035,125.000,Korišteno,"Sarajevo, Novi Grad",Nerkeza Smailagića,70.0,3,9,Centralno (gradsko),Parket,38489035,2027,1970-1979,Da,4,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.84140598309271,18.343092985888653,"(43.84140598309271, 18.343092985888653)"
38490841,93.000,Korišteno,Ilidža,Mustafe Ice Voljevice,53.0,2,4,Plin,Laminat,38490841,5212,2000-2009,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.834753572554,18.303480912789,"(43.834753572554, 18.303480912789)"
38492257,310.000,Korišteno,Sarajevo - Centar,Nije uneseno,100.0,3,2,Centralno (Plin),Nije uneseno,38492257,758,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.856749856326,18.410206336354,"(43.856749856326, 18.410206336354)"
38500674,Po dogovoru,Korišteno,Sarajevo - Centar,Nije uneseno,90.0,3,2,Ostalo,Nije uneseno,38500674,848,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86325185205208,18.41011514124756,"(43.86325185205208, 18.41011514124756)"
38501547,139.000,Novo,Novo Sarajevo,Nije uneseno,55.0,2,1,Centralno (Kotlovnica),Parket,38501547,4204,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.866056295245,18.401340544224,"(43.866056295245, 18.401340544224)"
38508702,270.000,Korišteno,Stari Grad,Josipa Štadlera,90.0,4,1,Plin,Laminat,38508702,1142,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86093652947178,18.42605572800294,"(43.86093652947178, 18.42605572800294)"
38509321,235.000,Korišteno,Sarajevo - Centar,Breće Begić,87.0,4,3,Centralno (gradsko),Parket,38509321,2102,1980-1989,Da,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.869687394568444,18.406896490429688,"(43.869687394568444, 18.406896490429688)"
38510913,280.000,Korišteno,Stari Grad,Zelenih beretki 6,91.0,3,4,Plin,Parket,38510913,3402,1950-1959,Da,cca. 30m2,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.85816706843162,18.425862608953867,"(43.85816706843162, 18.425862608953867)"
38522003,179.000,Korišteno,Novo Sarajevo,Grbavićka 44,56.2,2,9,Centralno (gradsko),Parket,38522003,2064,Nije uneseno,Da,"2,21",Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.850547563276606,18.394326829113773,"(43.850547563276606, 18.394326829113773)"
38533166,240.000,Korišteno,Stari Grad,Koturova,82.0,3,1,Centralno (Plin),Parket,38533166,2216,Prije 1950,Da,2,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.85984964738848,18.425599752470408,"(43.85984964738848, 18.425599752470408)"
38534323,130.000,Korišteno,Ilidža,Stupska,66.0,3,10,Centralno (Kotlovnica),Parket,38534323,1581,2010-2020,Da,5,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.84012042579725,18.325509895428468,"(43.84012042579725, 18.325509895428468)"
38535170,199.000,Korišteno,Sarajevo - Centar,Nije uneseno,71.0,3,Visoko prizemlje,Centralno (gradsko),Laminat,38535170,857,1970-1979,Da,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85478188523009,18.421583182586517,"(43.85478188523009, 18.421583182586517)"
38539967,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Ramiza Salčina,88.0,3,2,Centralno (gradsko),Parket,38539967,4293,2000-2009,Da,5,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.835385298534,18.343913741847,"(43.835385298534, 18.343913741847)"
38544164,Po dogovoru,Korišteno,Sarajevo - Centar,Čekaluša Čikma,131.0,4,1,Ostalo,Parket,38544164,1456,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Da,43.86442762803787,18.415372270916748,"(43.86442762803787, 18.415372270916748)"
38548826,235.000,Novo,"Sarajevo, Novi Grad",Džemala Bijedića,80.0,3,5,Centralno (Kotlovnica),Parket,38548826,2509,2010-2019,Da,Ni.e uneseno,Da,Da,Da,Da,True,Nije uneseno,43.849906431059054,18.362910709692414,"(43.849906431059054, 18.362910709692414)"
38550176,110.000,Korišteno,Novo Sarajevo,Fojnička,57.0,2,4,Centralno (gradsko),Parket,38550176,6596,Nije uneseno,Da,3m2,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.854498480966,18.378078080714,"(43.854498480966, 18.378078080714)"
38552535,117.000,Korišteno,"Sarajevo, Novi Grad",Semira Frašte,64.0,3,3,Centralno (gradsko),Parket,38552535,3044,1970-1979,Da,6m2,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.841465512871,18.343507759273,"(43.841465512871, 18.343507759273)"
38555586,291.400,Korišteno,Ilidža,Dr.Mustafe Pintola,94.0,3,1,Centralno (Plin),Parket,38555586,862,2010-2019,Da,2,Nije uneseno,Da,Nije uneseno,Nije uneseno,True,Nije uneseno,43.828856055373336,18.30780463372116,"(43.828856055373336, 18.30780463372116)"
38555667,93.500,Korišteno,Sarajevo - Centar,Provare,49.0,2,Visoko prizemlje,Struja,Brodski,38555667,4293,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86489174375382,18.418006200169373,"(43.86489174375382, 18.418006200169373)"
38557454,143.000,Korišteno,Sarajevo - Centar,Dolina,51.0,1,Visoko prizemlje,Centralno (Plin),Nije uneseno,38557454,3756,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85680014217844,18.40885986742859,"(43.85680014217844, 18.40885986742859)"
38557942,159.000,Korišteno,Sarajevo - Centar,Maršala Tita,43.0,2,3,Struja,Nije uneseno,38557942,1819,Prije 1950,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.858900505668,18.421535987233,"(43.858900505668, 18.421535987233)"
38560271,75.000,Korišteno,Novo Sarajevo,Humska 128,56.0,2,Suteren,Plin,Parket,38560271,2790,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86303392384575,18.389820717968753,"(43.86303392384575, 18.389820717968753)"
38561537,94.900,Korišteno,"Sarajevo, Novi Grad",Semira Frašte,58.0,2,11,Centralno (gradsko),Parket,38561537,6575,1980-1989,Da,4,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.839997599752,18.344101496478,"(43.839997599752, 18.344101496478)"
38561640,239.000,Korišteno,Stari Grad,Koturova,82.0,3,1,Centralno (Plin),Parket,38561640,1273,Prije 1950,Da,2,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.85989993062659,18.425594388052378,"(43.85989993062659, 18.425594388052378)"
38562689,269.000,Korišteno,Stari Grad,Mula Mustafe Baseskije 8,96.0,3,4,Plin,Nije uneseno,38562689,1448,Nije uneseno,Da,3,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.859214465483,18.42443972826,"(43.859214465483, 18.42443972826)"
38564701,299.000,Korišteno,Sarajevo - Centar,Hadzi Idrizova,120.0,4,1,Plin,Parket,38564701,1417,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8562586,18.4130763,"(43.8562586, 18.4130763)"
38566573,93.000,Korišteno,Novo Sarajevo,Gradacacka 122,40.0,1,5,Centralno (gradsko),Parket,38566573,4957,1960-1969,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.84807937958279,18.372976445355228,"(43.84807937958279, 18.372976445355228)"
38569157,119.900,Korišteno,"Sarajevo, Novi Grad",Emila Zole,68.0,3,3,Centralno (gradsko),Parket,38569157,4782,Nije uneseno,Da,4,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.82800951903,18.352394886752,"(43.82800951903, 18.352394886752)"
38569483,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Prvomajska,29.0,1,4,Centralno (gradsko),Laminat,38569483,5029,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.843526233771,18.355023451587,"(43.843526233771, 18.355023451587)"
38570626,72.000,Korišteno,Sarajevo - Centar,Nije uneseno,30.0,1,2,Plin,Nije uneseno,38570626,3482,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.872645809282,18.403699297284,"(43.872645809282, 18.403699297284)"
38571257,155.000,Korišteno,"Sarajevo, Novi Grad",Adema Buće,56.0,2,2,Centralno (Plin),Parket,38571257,1970,2000-2009,Da,4,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.85525589394147,18.36485106541746,"(43.85525589394147, 18.36485106541746)"
38571924,220.000,Korišteno,Sarajevo - Centar,Mstajbega Fadilpasica,84.0,3,1,Struja,Nije uneseno,38571924,3121,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85410011873736,18.405174512242127,"(43.85410011873736, 18.405174512242127)"
38579574,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,40.0,2,11,Plin,Parket,38579574,987,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.840407736793615,18.32596976353758,"(43.840407736793615, 18.32596976353758)"
38586352,167.000,Novo,Ilidža,Nikole Šopa,78.0,3,6,Centralno (Plin),Parket,38586352,563,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.843030010321506,18.32570301447754,"(43.843030010321506, 18.32570301447754)"
38586701,91.000,Korišteno,Ilidža,Latička,45.0,2,3,Centralno (Kotlovnica),Nije uneseno,38586701,2950,2010-2020,Da,3,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.839281829577,18.325942307711,"(43.839281829577, 18.325942307711)"
38588231,315.000,Korišteno,Sarajevo - Centar,Hamze Hume,95.0,3,1,Plin,Parket,38588231,588,Prije 1950,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.857318470799804,18.412668604229737,"(43.857318470799804, 18.412668604229737)"
38588654,99.000,Korišteno,"Sarajevo, Novi Grad",Nerkeza Smailagića,49.0,2,3,Centralno (gradsko),Parket,38588654,9199,1980-1989,Da,4,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.84306968980829,18.344235606928997,"(43.84306968980829, 18.344235606928997)"
38589083,113.000,Korišteno,Novo Sarajevo,Grbavicka,36.0,1,4,Centralno (gradsko),Nije uneseno,38589083,10361,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85102726110541,18.395077847637943,"(43.85102726110541, 18.395077847637943)"
38599909,170.000,Korišteno,Stari Grad,Franjevačka,73.0,3,4,Plin,Parket,38599909,4899,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno,43.8561169655344,18.43058329682008,"(43.8561169655344, 18.43058329682008)"
38601776,265.000,Korišteno,Novo Sarajevo,Grbavička,72.0,3,4,Centralno (gradsko),Laminat,38601776,5366,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Da,43.852760330787966,18.40090360561829,"(43.852760330787966, 18.40090360561829)"
38602569,Po dogovoru,Novo,Ilidža,Pijačna bb,1568.0,2,3,Struja,Beton,38602569,513,2010-2019,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.841898129012,18.314292132854,"(43.841898129012, 18.314292132854)"
38603323,255.000,Korišteno,Sarajevo - Centar,Hamdije Kreševljakovića,97.0,3,1,Plin,Nije uneseno,38603323,1667,Prije 1950,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85563968863103,18.41832270083313,"(43.85563968863103, 18.41832270083313)"
38605469,Po dogovoru,Korišteno,Sarajevo - Centar,Alipašina,50.0,2,3,Centralno (gradsko),Nije uneseno,38605469,3504,Nije uneseno,Da,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.860296838978186,18.412196535443115,"(43.860296838978186, 18.412196535443115)"
38606857,99.000,Korišteno,"Sarajevo, Novi Grad",Petra Tiješića,90.0,4,5,Struja,Nije uneseno,38606857,7289,Nije uneseno,Da,5,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.82605126285338,18.35562426640623,"(43.82605126285338, 18.35562426640623)"
38608375,180.000,Korišteno,"Sarajevo, Novi Grad",voje dimitrijevica,75.0,3,3,Centralno (Plin),Laminat,38608375,606,Nije uneseno,Da,4,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.8390535,18.3199187,"(43.8390535, 18.3199187)"
38608528,Po dogovoru,Korišteno,Novo Sarajevo,Grbavička 86,43.0,2,2,Plin,Parket,38608528,9608,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.849425674259,18.397835158505,"(43.849425674259, 18.397835158505)"
38610730,130.000,Korišteno,"Sarajevo, Novi Grad",Nerkeza Smailagića,54.0,2,5,Centralno (gradsko),Nije uneseno,38610730,2771,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.8390535,18.3199187,"(43.8390535, 18.3199187)"
38610805,103.000,Korišteno,Ilidža,Dr. Silve Rizvanbegović,57.0,2,12,Centralno (Kotlovnica),Parket,38610805,4684,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.84205500578361,18.329790701016236,"(43.84205500578361, 18.329790701016236)"
38611149,101.000,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,60.0,2,Visoko prizemlje,Centralno (gradsko),Nije uneseno,38611149,3215,Nije uneseno,Da,60,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.84214885321969,18.346955366870098,"(43.84214885321969, 18.346955366870098)"
38611327,102.900,Novo,Ilidža,500574,57.5,2,12,Centralno (Kotlovnica),Parket,38611327,2078,2010-2019,Da,5,Da,Nije uneseno,Nije uneseno,Da,True,Da,43.842426437963,18.331796993359,"(43.842426437963, 18.331796993359)"
38612192,74.000,Korišteno,Ilidža,Bojnička,37.0,1,Visoko prizemlje,Centralno (Kotlovnica),Nije uneseno,38612192,4329,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.84632633622539,18.31772076044922,"(43.84632633622539, 18.31772076044922)"
38621184,83.000,Korišteno,"Sarajevo, Novi Grad","Sarajevo,kod RTV",29.0,1,2,Centralno (gradsko),Parket,38621184,2943,1970-1979,Nije uneseno,bez balkona,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8437738493741,18.354723044177227,"(43.8437738493741, 18.354723044177227)"
38623688,171.000,Korišteno,Novo Sarajevo,Velešići,57.0,2,3,Centralno (Plin),Parket,38623688,1393,1980-1989,Da,6,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86372237695754,18.40060319820862,"(43.86372237695754, 18.40060319820862)"
38624242,Po dogovoru,Korišteno,Stari Grad,Hrvatin 11,49.0,2,1,Struja,Laminat,38624242,700,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85574948681082,18.434381304785166,"(43.85574948681082, 18.434381304785166)"
38628700,Po dogovoru,Korišteno,Novo Sarajevo,Kolodvorska,60.77,2,5,Centralno (Kotlovnica),Parket,38628700,3174,2010-2019,Da,4,Da,Da,Da,Da,Nije uneseno,Da,43.85461713527605,18.386274837651065,"(43.85461713527605, 18.386274837651065)"
38634112,250.000,Novo,Novo Sarajevo,Grbavička,74.0,3,1,Centralno (gradsko),Parket,38634112,2698,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.852682962679665,18.399755620159915,"(43.852682962679665, 18.399755620159915)"
38636882,92.700,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,40.0,2,11,Centralno (Kotlovnica),Nije uneseno,38636882,1717,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Da,43.841657034769,18.323647342622,"(43.841657034769, 18.323647342622)"
38638561,80.000,Korišteno,Sarajevo - Centar,Višnjik,22.0,1,1,Centralno (Plin),Parket,38638561,2540,1970-1979,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8685271918494,18.420221704815674,"(43.8685271918494, 18.420221704815674)"
38641697,100.000,Korišteno,Novi Grad,Ive Andrića 19f,67.0,3,3,Plin,Parket,38641697,1373,2010-2019,Da,Ni.e uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,True,Nije uneseno,43.82763102447131,18.360248431563377,"(43.82763102447131, 18.360248431563377)"
38644207,420.000,Novo,Sarajevo - Centar,Podgaj,113.0,4,2,Centralno (Plin),Parket,38644207,1752,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Da,Da,True,Da,43.854548841704954,18.416477341030884,"(43.854548841704954, 18.416477341030884)"
38644535,185.000,Novo,Ilidža,Džemala Bijedića,65.0,3,8,Centralno (Kotlovnica),Parket,38644535,2501,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.84056925394262,18.32192646418457,"(43.84056925394262, 18.32192646418457)"
38644574,Po dogovoru,Novo,Ilidža,Džemala Bijedića,55.0,3,8,Centralno (Kotlovnica),Parket,38644574,1737,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.84033710187526,18.321862091168214,"(43.84033710187526, 18.321862091168214)"
38646038,86.000,Korišteno,Sarajevo - Centar,Jukiceva 47,31.0,1,Prizemlje,Struja,Nije uneseno,38646038,3430,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.872463981738,18.403850421309,"(43.872463981738, 18.403850421309)"
38646086,94.000,Korišteno,"Sarajevo, Novi Grad",Vase Butozana,63.0,3,3,Centralno (Plin),Parket,38646086,5199,1980-1989,Da,4,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.82729743330813,18.34345776631468,"(43.82729743330813, 18.34345776631468)"
38651053,335.000,Korišteno,Stari Grad,Obala Kulina bana 32,125.0,4,2,Centralno (Plin),Parket,38651053,1596,1950-1959,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.857940676319,18.429358229041,"(43.857940676319, 18.429358229041)"
38651529,134.000,Korišteno,Novo Sarajevo,Olovska,59.0,2,2,Centralno (Plin),Parket,38651529,7001,1960-1969,Da,2,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.8462707318623,18.37945129791718,"(43.8462707318623, 18.37945129791718)"
38654177,120.000,Korišteno,Novo Sarajevo,Azize Sacirbegovic,50.0,2,15,Centralno (gradsko),Parket,38654177,13986,1970-1979,Da,2 x 4,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.84956494438793,18.378866576351932,"(43.84956494438793, 18.378866576351932)"
38657783,600.000,Korišteno,Novo Sarajevo,Isaka Samokovlije,149.0,5,7,Centralno (gradsko),Parket,38657783,2871,2010-2020,Da,6,Da,Da,Da,Da,Nije uneseno,Nije uneseno,43.864348939732885,18.39737381855469,"(43.864348939732885, 18.39737381855469)"
38658687,350.000,Korišteno,Sarajevo - Centar,Alekse Santica,108.0,4,1,Plin,Parket,38658687,1186,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Da,43.861967439701,18.413912393153,"(43.861967439701, 18.413912393153)"
38665657,155.000,Korišteno,"Sarajevo, Novi Grad",Adema Buće,56.0,2,2,Centralno (Plin),Parket,38665657,1958,2000-2009,Da,4,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.85543770099259,18.36485642983549,"(43.85543770099259, 18.36485642983549)"
38667612,Po dogovoru,Korišteno,Vogošća,Nije uneseno,47.0,1,3,Plin,Nije uneseno,38667612,2097,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.844442012901,18.312028348446,"(43.844442012901, 18.312028348446)"
38668907,205.000,Korišteno,Sarajevo - Centar,LA BENEVOLENCIJE,63.0,2,3,Plin,Parket,38668907,5251,1970-1979,Da,8m2,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.857047702679,18.416380781506,"(43.857047702679, 18.416380781506)"
38669862,300.000,Novo,Sarajevo - Centar,Marsala Tita 4,87.0,2,2,Ostalo,Parket,38669862,1095,Nije uneseno,Da,3,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.856160371968,18.408686108887,"(43.856160371968, 18.408686108887)"
38671966,262.000,Korišteno,Sarajevo - Centar,Vladimira Perića Valtera,101.0,4,3,Plin,Laminat,38671966,4818,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85633596346948,18.41058721003418,"(43.85633596346948, 18.41058721003418)"
38672342,379.000,Novo,Sarajevo - Centar,Skenderija,90.0,3,Visoko prizemlje,Plin,Nije uneseno,38672342,1900,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Da,43.85468036331425,18.41829587874298,"(43.85468036331425, 18.41829587874298)"
38675278,Po dogovoru,Korišteno,Sarajevo - Centar,Hakije Kulenovića,105.0,4,Prizemlje,Centralno (gradsko),Nije uneseno,38675278,1056,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.862544054668625,18.408425349568176,"(43.862544054668625, 18.408425349568176)"
38675314,120.000,Korišteno,"Sarajevo, Novi Grad",Adema Buča,78.0,3,7,Plin,Parket,38675314,1678,2000-2009,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno,43.855302312815915,18.36562354161375,"(43.855302312815915, 18.36562354161375)"
38676223,129.000,Korišteno,Ilidža,Stupska,66.0,3,13,Centralno (Kotlovnica),Parket,38676223,730,2010-2020,Da,Ni.e uneseno,Da,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.84084783523115,18.325574268444825,"(43.84084783523115, 18.325574268444825)"
38681360,248.500,Korišteno,"Sarajevo, Novi Grad",Džemala Bijedića 129,76.0,4,1,Centralno (Kotlovnica),Parket,38681360,1497,2010-2019,Da,7,Da,Da,Da,Da,True,Nije uneseno,43.849252081665966,18.363257833262615,"(43.849252081665966, 18.363257833262615)"
38682303,169.000,Korišteno,"Sarajevo, Novi Grad",Antuna Branka Šimića,58.0,2,5,Centralno (gradsko),Parket,38682303,3049,1980-1989,Da,4,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.848563461469,18.374367543002,"(43.848563461469, 18.374367543002)"
38685539,91.000,Novo,"Sarajevo, Novi Grad",Nije uneseno,40.0,1,8,Centralno (gradsko),Nije uneseno,38685539,3333,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.8343364467,18.342656828463,"(43.8343364467, 18.342656828463)"
38689664,190.000,Korišteno,Sarajevo - Centar,Skenderija,104.0,3,3,Plin,Nije uneseno,38689664,2397,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.855330230538,18.415704864835,"(43.855330230538, 18.415704864835)"
38692918,226.000,Korišteno,Ilidža,Nikole Šopa,78.0,3,6,Plin,Parket,38692918,1423,2010-2019,Da,5,Da,Da,Da,Da,Nije uneseno,Nije uneseno,43.843169295383,18.323771823987,"(43.843169295383, 18.323771823987)"
38695714,Po dogovoru,Korišteno,Novo Sarajevo,Kemala Kapetanovića,54.0,2,6,Centralno (Plin),Laminat,38695714,4011,2000-2009,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.849588156044,18.386752270856,"(43.849588156044, 18.386752270856)"
38698091,157.000,Korišteno,Ilidža,Stupska,66.0,3,10,Centralno (Kotlovnica),Parket,38698091,287,2010-2020,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.840754974946144,18.325788845166016,"(43.840754974946144, 18.325788845166016)"
