id,Cijena,Stanje,Lokacija,Adresa,Kvadrata,Broj soba,Sprat,Vrsta grijanja,Vrsta poda,OLX ID,Broj pregleda,Godina izgradnje,Balkon,Kvadratura balkona,Lift,Parking,Garaža,Klima,Novogradnja,Alarm,x,y,Point
1060706,250.000,Korišteno,Sarajevo - Centar,Titova,100.0,4,2,Drva,Laminat,1060706,9369,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85749222063085,18.4116268157959,"(43.85749222063085, 18.4116268157959)"
2392296,Po dogovoru,Novo,Novo Sarajevo,Ljubljanska,120.0,4,1,Centralno (Plin),Nije uneseno,2392296,12488,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Da,Da,Nije uneseno,Nije uneseno,43.85207948799024,18.405785226025387,"(43.85207948799024, 18.405785226025387)"
3565322,390.000,Korišteno,Sarajevo - Centar,Trg Merhemića 14,130.0,4,4,Centralno (gradsko),Parket,3565322,11634,1980-1989,Da,15,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.86571522555391,18.40959906578064,"(43.86571522555391, 18.40959906578064)"
6980233,140.000,Korišteno,"Sarajevo, Novi Grad",Gandijeva 6,83.0,4,4,Centralno (gradsko),Parket,6980233,11767,1990-1999,Da,10,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.828954319059,18.357585668564,"(43.828954319059, 18.357585668564)"
9741490,220.000,Korišteno,Novo Sarajevo,Avde Smajlovića 19,105.0,4,3,Centralno (Plin),Nije uneseno,9741490,14182,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.846884958217,18.397357463837,"(43.846884958217, 18.397357463837)"
9960511,Po dogovoru,Korišteno,Sarajevo - Centar,Nije uneseno,70.0,3,2,Ostalo,Nije uneseno,9960511,3065,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8562586,18.413076300000057,"(43.8562586, 18.413076300000057)"
10832282,119.068,Novo,Tuzla,"Brčanska Malta, 15. Maj",70.04,2,8,Centralno (gradsko),Nije uneseno,10832282,16011,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno,43.85817793063324,18.412219941139256,"(43.85817793063324, 18.412219941139256)"
11607772,23.000,Novo,Brčko,Brčko,33.0,1,2,Struja,Brodski,11607772,17827,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,True,Nije uneseno,43.85817793063324,18.412219941139256,"(43.85817793063324, 18.412219941139256)"
12420477,Po dogovoru,Korišteno,Bijeljina,Nije uneseno,52.0,3,5,Centralno (Kotlovnica),Nije uneseno,12420477,10263,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.858177930633,18.41221994113903,"(43.858177930633, 18.41221994113903)"
12473817,Po dogovoru,Korišteno,Sarajevo - Centar,Nije uneseno,50.0,3,Prizemlje,Ostalo,Nije uneseno,12473817,5038,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.862257524417934,18.41033935546875,"(43.862257524417934, 18.41033935546875)"
12485322,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,50.0,3,3,Centralno (gradsko),Nije uneseno,12485322,9244,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86176244565012,18.42132568359375,"(43.86176244565012, 18.42132568359375)"
12877647,65.000,Korišteno,Sarajevo - Centar,Nije uneseno,32.0,1,1,Drva,Nije uneseno,12877647,47231,Nije uneseno,Da,5,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.868956396517,18.425408340991,"(43.868956396517, 18.425408340991)"
13160918,Po dogovoru,Korišteno,Novo Sarajevo,Nije uneseno,55.0,2,Visoko prizemlje,Centralno (Kotlovnica),Laminat,13160918,6988,1980-1989,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85576347141869,18.38239377689365,"(43.85576347141869, 18.38239377689365)"
13295205,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Bosanska,70.0,2,10,Centralno (gradsko),Nije uneseno,13295205,8909,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.841927819030396,18.348107003369137,"(43.841927819030396, 18.348107003369137)"
14289143,Po dogovoru,Korišteno,Stari Grad,Toromanova,74.0,3,3,Plin,Parket,14289143,7397,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.86281744539207,18.42844194760744,"(43.86281744539207, 18.42844194760744)"
14320223,100.000,Korišteno,Stari Grad,Sedrenik,61.0,3,1,Struja,Parket,14320223,10218,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.867938127101795,18.44218558659975,"(43.867938127101795, 18.44218558659975)"
14516035,248.000,Korišteno,Stari Grad,Hasana Kaimije,209.0,4,2,Centralno (Plin),Nije uneseno,14516035,9049,Nije uneseno,Da,80,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.864090068273,18.431845359802,"(43.864090068273, 18.431845359802)"
14550289,Po dogovoru,Korišteno,Sarajevo - Centar,Josipa Vancaša,44.0,1,Prizemlje,Plin,Nije uneseno,14550289,40314,1950-1959,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86193681196474,18.414353031491146,"(43.86193681196474, 18.414353031491146)"
14851780,120.000,Korišteno,"Sarajevo, Novi Grad",Bosanska,75.0,3,12,Centralno (gradsko),Nije uneseno,14851780,9450,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8419007352859,18.35325684467773,"(43.8419007352859, 18.35325684467773)"
14982252,140.000,Korišteno,"Sarajevo, Novi Grad",Nerkeza Smailagica,86.0,4,12,Centralno (gradsko),Nije uneseno,14982252,7814,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,Nije uneseno,Da,43.84211094831046,18.342943773452816,"(43.84211094831046, 18.342943773452816)"
14982727,130.000,Korišteno,"Sarajevo, Novi Grad",Nerkeza Smailagica,86.0,4,13,Centralno (gradsko),Nije uneseno,14982727,8475,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.842219282833256,18.34289012927252,"(43.842219282833256, 18.34289012927252)"
15109262,Po dogovoru,Korišteno,Stari Grad,Obala Kulina Bana,135.0,5,4,Plin,Nije uneseno,15109262,10335,2010-2019,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,True,Da,43.85797053573854,18.428410910034245,"(43.85797053573854, 18.428410910034245)"
15178855,323.000,Korišteno,Sarajevo - Centar,Podgaj - Tekija,85.0,3,3,Centralno (Plin),Nije uneseno,15178855,10233,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.853411554514366,18.41174592432867,"(43.853411554514366, 18.41174592432867)"
15189776,165.000,Korišteno,Stari Grad,Muse Ćazima Ćatića,70.0,2,4,Struja,Parket,15189776,17606,Prije 1950,Da,"5,5",Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86185394645683,18.42527808990485,"(43.86185394645683, 18.42527808990485)"
15462779,Po dogovoru,Korišteno,Sarajevo - Centar,Skenderija,121.0,4,2,Struja,Nije uneseno,15462779,4859,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.854951142185,18.419374126767,"(43.854951142185, 18.419374126767)"
15497031,Po dogovoru,Korišteno,Stari Grad,Huremuša,150.0,5,3,Plin,Nije uneseno,15497031,10486,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.851982470582115,18.432187460327214,"(43.851982470582115, 18.432187460327214)"
15620025,Po dogovoru,Korišteno,Sarajevo - Centar,Branilaca Sarajeva,73.0,3,3,Plin,Nije uneseno,15620025,7791,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.857651127093504,18.421401876782284,"(43.857651127093504, 18.421401876782284)"
15682904,120.000,Korišteno,Sarajevo - Centar,Antuna Hangije,68.0,3,Visoko prizemlje,Plin,Nije uneseno,15682904,32531,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86179757072779,18.4034847205628,"(43.86179757072779, 18.4034847205628)"
15829050,Po dogovoru,Korišteno,Sarajevo - Centar,Branilaca Sarajeva,149.0,5,4,Centralno (Plin),Nije uneseno,15829050,11241,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.857952837010764,18.419567245816097,"(43.857952837010764, 18.419567245816097)"
15941640,Po dogovoru,Korišteno,Sarajevo - Centar,Josipa Vancasa,72.0,2,4,Plin,Parket,15941640,14600,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86116324542207,18.415082592343197,"(43.86116324542207, 18.415082592343197)"
16047299,278.000,Korišteno,Sarajevo - Centar,Kranjčevićeva,112.0,4,5,Centralno (Plin),Parket,16047299,21149,2000-2009,Da,20,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.85805340664392,18.408065933560238,"(43.85805340664392, 18.408065933560238)"
16121771,350.000,Korišteno,Sarajevo - Centar,Centar,107.0,4,Visoko prizemlje,Centralno (Plin),Parket,16121771,17650,Prije 1950,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Da,43.864075671210855,18.40549637732397,"(43.864075671210855, 18.40549637732397)"
16761756,370.000,Korišteno,Sarajevo - Centar,MERHEMICA TRG,125.0,5,4,Centralno (Kotlovnica),Parket,16761756,19738,1980-1989,Da,15,Da,Da,Da,Nije uneseno,True,Nije uneseno,43.86568846730731,18.40979327616577,"(43.86568846730731, 18.40979327616577)"
16905400,Po dogovoru,Novo,Stari Grad,Alije Nametka,150.0,4,2,Centralno (Plin),Beton,16905400,4698,2010-2019,Da,"15,62 + 12,20",Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno,43.86931835819716,18.430932186508244,"(43.86931835819716, 18.430932186508244)"
16905998,Po dogovoru,Novo,Stari Grad,Ispod Budakovica,198.0,4,Prizemlje,Centralno (Plin),Parket,16905998,3113,2010-2019,Nije uneseno,"basta - 30,35 m2",Nije uneseno,Da,Nije uneseno,Nije uneseno,True,Da,43.8671216750161,18.429408691787785,"(43.8671216750161, 18.429408691787785)"
16906050,Po dogovoru,Novo,Stari Grad,Ispod Budakovica,143.0,4,Prizemlje,Centralno (Plin),Parket,16906050,2903,2010-2019,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,True,Da,43.86710620512916,18.42929067459113,"(43.86710620512916, 18.42929067459113)"
16942867,170.000,Korišteno,Novo Sarajevo,Behdzeta Mutevelica,110.0,4,5,Centralno (Plin),Nije uneseno,16942867,17156,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,True,Nije uneseno,43.84868003633335,18.392255872258033,"(43.84868003633335, 18.392255872258033)"
17017662,167.500,Korišteno,Stari Grad,Evlije Čelebije,67.0,3,1,Centralno (Plin),Parket,17017662,7849,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.8625965619271,18.4345263465882,"(43.8625965619271, 18.4345263465882)"
17432913,Po dogovoru,Korišteno,Novo Sarajevo,RADNIČKA,50.0,2,1,Plin,Parket,17432913,42997,1970-1979,Da,6,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.84904654837239,18.398897313275143,"(43.84904654837239, 18.398897313275143)"
17447552,Po dogovoru,Korišteno,Sarajevo - Centar,Skenderija,150.0,5,Visoko prizemlje,Plin,Nije uneseno,17447552,5995,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85501690258191,18.419567245816097,"(43.85501690258191, 18.419567245816097)"
17448002,120.000,Korišteno,Sarajevo - Centar,Save Skarica,75.0,3,Prizemlje,Struja,Nije uneseno,17448002,24354,1990-1999,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85570158005698,18.423917788838253,"(43.85570158005698, 18.423917788838253)"
17574030,135.000,Korišteno,"Sarajevo, Novi Grad",Rudolfa Rude Tomića,74.0,3,2,Ostalo,Parket,17574030,23856,1980-1989,Da,6,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.8293374716388,18.33916779549254,"(43.8293374716388, 18.33916779549254)"
17657811,95.000,Korišteno,Sarajevo - Centar,Jukićeva,45.0,2,1,Struja,Nije uneseno,17657811,16529,1960-1969,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.871164686677346,18.40476681647192,"(43.871164686677346, 18.40476681647192)"
17690144,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Zrtava Fasizma,76.0,3,8,Centralno (gradsko),Parket,17690144,13917,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.847175145382,18.364798984839,"(43.847175145382, 18.364798984839)"
17864796,Po dogovoru,Novo,Bijeljina,Nije uneseno,53.0,3,3,Centralno (Kotlovnica),Nije uneseno,17864796,19138,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.858177930633,18.41221994113903,"(43.858177930633, 18.41221994113903)"
17912275,139.000,Korišteno,Sarajevo - Centar,Muhameda Hadzijahica 10,47.0,2,8,Plin,Laminat,17912275,7671,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.870368036319,18.40689649043,"(43.870368036319, 18.40689649043)"
18047041,Po dogovoru,Korišteno,Novo Sarajevo,Marka Marulića,55.0,2,Visoko prizemlje,Centralno (gradsko),Nije uneseno,18047041,24828,1970-1979,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85547374695981,18.38100231101987,"(43.85547374695981, 18.38100231101987)"
18139861,Po dogovoru,Korišteno,Ilidža,ilidža ul.nihadija 42,80.0,4,2,Plin,Nije uneseno,18139861,6622,1980-1989,Da,22,Nije uneseno,Da,Da,Da,True,Da,43.82563229736413,18.308665722814908,"(43.82563229736413, 18.308665722814908)"
18228321,Po dogovoru,Korišteno,Sarajevo - Centar,"Sarajevo Centar, Stari Grad, Novo Sarajevo, Novi Grad",50.0,2,2,Centralno (Plin),Nije uneseno,18228321,23347,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85506718989558,18.420135874127254,"(43.85506718989558, 18.420135874127254)"
18278125,Po dogovoru,Korišteno,Novo Sarajevo,Trg Heroja,66.0,2,5,Centralno (gradsko),Nije uneseno,18278125,21054,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8488028233155,18.384397291340633,"(43.8488028233155, 18.384397291340633)"
18563121,265.000,Korišteno,Sarajevo - Centar,Mula Mustafe Bašeskije,89.0,4,2,Centralno (Plin),Parket,18563121,24428,Prije 1950,Da,3,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.859484571502236,18.424373764370785,"(43.859484571502236, 18.424373764370785)"
18620003,169.600,Korišteno,Sarajevo - Centar,Podgaj - Tekija,53.0,2,Visoko prizemlje,Centralno (Plin),Parket,18620003,27724,2010-2019,Da,5,Da,Nije uneseno,Da,Da,True,Nije uneseno,43.85338060762103,18.411874670361385,"(43.85338060762103, 18.411874670361385)"
18660843,300.000,Korišteno,Sarajevo - Centar,Đoke Mazalića,90.0,3,5,Centralno (Plin),Parket,18660843,13502,2000-2009,Da,Ni.e uneseno,Da,Nije uneseno,Nije uneseno,Da,True,Da,43.85630501809371,18.411080736492977,"(43.85630501809371, 18.411080736492977)"
18688003,Po dogovoru,Korišteno,Sarajevo - Centar,Muhameda Hadžijahića,120.0,5,5,Centralno (Plin),Parket,18688003,16642,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.868387966005,18.403677839612,"(43.868387966005, 18.403677839612)"
18789976,250.000,Korišteno,Sarajevo - Centar,Marsala Tita,83.0,4,2,Centralno (gradsko),Laminat,18789976,10259,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85893531769968,18.41678847727667,"(43.85893531769968, 18.41678847727667)"
18881711,120.000,Korišteno,Novo Sarajevo,Muftije Dzabica,87.0,3,1,Centralno (Plin),Nije uneseno,18881711,15833,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85176561832072,18.394541771469108,"(43.85176561832072, 18.394541771469108)"
19112128,Po dogovoru,Korišteno,Sarajevo - Centar,Merhemica Trg,128.0,4,4,Centralno (gradsko),Nije uneseno,19112128,9548,Nije uneseno,Da,15,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.865769686100535,18.409648436879024,"(43.865769686100535, 18.409648436879024)"
19112498,89.000,Korišteno,Stari Grad,Begovac,70.0,3,3,Struja,Nije uneseno,19112498,16906,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.84904237356047,18.432852648162907,"(43.84904237356047, 18.432852648162907)"
19253663,270.000,Korišteno,Novo Sarajevo,Grbavička,138.0,4,6,Centralno (Plin),Parket,19253663,9710,2000-2009,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.848987994029045,18.394123346862784,"(43.848987994029045, 18.394123346862784)"
19406178,119.000,Korišteno,"Sarajevo, Novi Grad",Adema Buće,78.0,3,7,Centralno (Plin),Nije uneseno,19406178,8099,Nije uneseno,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno,43.86136303828751,18.36604561726074,"(43.86136303828751, 18.36604561726074)"
19557503,180.000,Korišteno,Ilidža,Bosanskih Gazija,71.0,3,5,Centralno (Plin),Nije uneseno,19557503,9480,2010-2020,Da,Ni.e uneseno,Da,Da,Da,Nije uneseno,True,Nije uneseno,43.83204868131321,18.30122527500771,"(43.83204868131321, 18.30122527500771)"
19601294,160.000,Korišteno,Novo Sarajevo,Avde Smajlovica,68.0,2,Visoko prizemlje,Centralno (Plin),Nije uneseno,19601294,5860,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.847029432125176,18.398292080206147,"(43.847029432125176, 18.398292080206147)"
19651126,196.000,Korišteno,Stari Grad,Karpuzova,70.0,3,1,Centralno (Plin),Parket,19651126,22583,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.862538966706495,18.425781196264666,"(43.862538966706495, 18.425781196264666)"
19696981,230.000,Korišteno,Sarajevo - Centar,Hamze Hume,89.0,2,2,Struja,Nije uneseno,19696981,8573,Prije 1950,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.857186955009034,18.412336010311947,"(43.857186955009034, 18.412336010311947)"
19739905,105.000,Korišteno,"Sarajevo, Novi Grad",Nerkeza Smailagića,78.0,3,11,Centralno (gradsko),Nije uneseno,19739905,14919,1980-1989,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.84324330039404,18.346926831402584,"(43.84324330039404, 18.346926831402584)"
19749234,226.000,Korišteno,Sarajevo - Centar,Branilaca Sarajeva,73.0,3,3,Plin,Nije uneseno,19749234,6052,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.857465458693305,18.420071501110897,"(43.857465458693305, 18.420071501110897)"
19782462,129.000,Korišteno,Novo Sarajevo,Behdzeta Mutevelica,55.0,2,5,Centralno (Plin),Parket,19782462,37687,2000-2009,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Da,43.848739889580685,18.38919402722763,"(43.848739889580685, 18.38919402722763)"
19837041,Po dogovoru,Korišteno,Stari Grad,Nije uneseno,72.0,2,3,Plin,Parket,19837041,22284,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8600326,18.4299869,"(43.8600326, 18.4299869)"
19837229,Po dogovoru,Korišteno,Sarajevo - Centar,Muhameda Hadzijahica,150.0,4,5,Centralno (Plin),Nije uneseno,19837229,10504,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.869687394568444,18.404149908398495,"(43.869687394568444, 18.404149908398495)"
19851262,289.500,Korišteno,Sarajevo - Centar,Dajanli Ibrahim bega,90.0,3,4,Centralno (gradsko),Nije uneseno,19851262,11679,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86399445010949,18.407668966626034,"(43.86399445010949, 18.407668966626034)"
19914250,120.000,Korišteno,"Sarajevo, Novi Grad",Gandijeva,109.0,4,5,Centralno (gradsko),Nije uneseno,19914250,22887,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.828790759835016,18.356684707798763,"(43.828790759835016, 18.356684707798763)"
20095012,Po dogovoru,Korišteno,Stari Grad,Hadziabdinica,51.0,2,1,Plin,Nije uneseno,20095012,6575,2010-2019,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,True,Da,43.854183579925,18.424832843208,"(43.854183579925, 18.424832843208)"
20155735,Po dogovoru,Korišteno,Stari Grad,Nije uneseno,600.0,5,2,Plin,Nije uneseno,20155735,6147,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85914683718573,18.441016143469255,"(43.85914683718573, 18.441016143469255)"
20157772,299.000,Korišteno,Novo Sarajevo,Ljubljanska,116.0,4,1,Struja,Parket,20157772,10081,2010-2020,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,True,Nije uneseno,43.85119208836263,18.404686466497765,"(43.85119208836263, 18.404686466497765)"
20276573,239.000,Korišteno,Sarajevo - Centar,Šekerova,97.0,4,4,Centralno (Plin),Parket,20276573,11681,1970-1979,Da,7,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.86667855552503,18.422453302716065,"(43.86667855552503, 18.422453302716065)"
20296928,371.000,Korišteno,Sarajevo - Centar,Merhemića trg,128.0,4,4,Centralno (gradsko),Parket,20296928,8462,1980-1989,Da,8,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.86599013655309,18.409664530133114,"(43.86599013655309, 18.409664530133114)"
20322440,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Stupska,65.0,3,13,Centralno (Kotlovnica),Nije uneseno,20322440,9145,2010-2019,Da,Ni.e uneseno,Da,Da,Nije uneseno,Da,True,Nije uneseno,43.84083672130488,18.3258393041275,"(43.84083672130488, 18.3258393041275)"
20386817,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Žrtava Fašizma,89.0,4,19,Centralno (gradsko),Parket,20386817,8127,1970-1979,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.847259208160935,18.36421098629455,"(43.847259208160935, 18.36421098629455)"
20473599,Po dogovoru,Korišteno,Ilidža,Pijačna,60.0,3,4,Plin,Nije uneseno,20473599,8629,2010-2020,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno,43.84019007176526,18.312785595861783,"(43.84019007176526, 18.312785595861783)"
20556836,Po dogovoru,Korišteno,Ilidža,Jahiela Fincija,57.0,2,3,Centralno (gradsko),Nije uneseno,20556836,15011,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.829688089496,18.301262725934,"(43.829688089496, 18.301262725934)"
20557225,Po dogovoru,Korišteno,Sarajevo - Centar,Kevrin potok,75.0,3,2,Plin,Parket,20557225,7446,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.86151908727828,18.42011441645508,"(43.86151908727828, 18.42011441645508)"
20797327,Po dogovoru,Korišteno,Novo Sarajevo,Sprečanska,78.97,4,7,Centralno (Plin),Parket,20797327,15185,2010-2019,Da,Ni.e uneseno,Da,Nije uneseno,Da,Nije uneseno,True,Nije uneseno,43.854385037877,18.374800347485,"(43.854385037877, 18.374800347485)"
20865605,Po dogovoru,Korišteno,Sarajevo - Centar,Merhemica Trg,108.0,4,1,Centralno (gradsko),Parket,20865605,11075,1970-1979,Da,Ni.e uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.872649676394865,18.4135161822785,"(43.872649676394865, 18.4135161822785)"
20950211,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Adema Buće,92.0,4,7,Plin,Nije uneseno,20950211,5614,2000-2009,Da,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,True,Nije uneseno,43.854355141358006,18.365914783789094,"(43.854355141358006, 18.365914783789094)"
21099497,Po dogovoru,Korišteno,Ilidža,Edhema Eke Dzubura,140.0,4,3,Centralno (Plin),Nije uneseno,21099497,24398,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.834548484951014,18.30497490321045,"(43.834548484951014, 18.30497490321045)"
21205750,Po dogovoru,Korišteno,Novo Sarajevo,Ložionička,58.0,2,16,Centralno (gradsko),Nije uneseno,21205750,10044,Nije uneseno,Nije uneseno,Ni.e uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.853433429095,18.384070061840816,"(43.853433429095, 18.384070061840816)"
